ID_juge,completed,sex,selfDesc,annee,mois,level_studies,daltonisme,countries,hobby,freqexpo,date_connect,time_connect,validation,IP_vierge,commentaires
CAMO_1077_2210,no,F,NULL,1972,4,Graduate Degree ,no,India,NULL,NULL,11/01/22,10:23:03 AM,0,oui,NULL
CAMO_5858_2210,yes,H,NULL,1971,1,Graduate Degree ,no,United Kingdom,parfois,Mens,11/01/22,10:24:46 AM,0,oui,NULL
CAMO_7710_2210,yes,F,NULL,1998,NA,Graduate Degree ,no,Spain,souvent,Mens,11/01/22,10:26:20 AM,0,oui,NULL
CAMO_3920_2210,yes,F,NULL,1968,7,Graduate Degree ,no,United Kingdom,parfois,An,11/01/22,10:33:29 AM,0,oui,NULL
CAMO_4386_2210,yes,F,NULL,1972,4,Graduate Degree ,no,India,parfois,Jamais,11/01/22,10:48:46 AM,0,non,NULL
CAMO_981_2210,yes,F,NULL,1994,10,Graduate Degree ,no,United Kingdom,parfois,An,11/01/22,10:48:47 AM,0,oui,NULL
CAMO_5071_2210,yes,H,NULL,1982,4,Graduate Degree ,no,Italy,non,An,11/01/22,10:55:15 AM,0,oui,NULL
CAMO_3868_2210,yes,F,NULL,1970,9,Doctorat_(Bac_+_8),no,France,non,Mens,11/01/22,11:01:07 AM,0,oui,NULL
CAMO_9285_2210,yes,F,NULL,1987,12,Graduate Degree ,no,Austria,parfois,Jamais,11/01/22,11:13:52 AM,0,oui,NULL
CAMO_6147_2210,no,F,NULL,1997,6,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,11/01/22,11:17:00 AM,0,oui,NULL
CAMO_5443_2210,yes,F,NULL,1968,12,Doctorat_(Bac_+_8),no,France,parfois,An,11/01/22,11:18:24 AM,0,oui,NULL
CAMO_6295_2210,yes,F,NULL,1987,7,Graduate Degree ,no,Poland,parfois,An,11/01/22,11:27:30 AM,0,non,NULL
CAMO_3050_2210,no,F,NULL,1980,12,Graduate Degree ,no,Germany,NULL,NULL,11/01/22,11:32:21 AM,0,oui,NULL
CAMO_2385_2210,yes,F,NULL,1990,4,Graduate Degree ,no,Germany,parfois,An,11/01/22,11:36:05 AM,0,oui,NULL
CAMO_5860_2210,yes,F,NULL,1996,11,Graduate Degree ,no,Italy,parfois,Mens,11/01/22,11:39:04 AM,0,non,NULL
CAMO_4648_2210,yes,NA,NULL,1990,3,Graduate Degree ,no,Greece,parfois,An,11/01/22,12:00:45 PM,0,oui,NULL
CAMO_1446_2210,yes,F,NULL,1979,12,Estudios_universitarios_superiores,no,hispano,parfois,An,11/01/22,12:03:48 PM,0,oui,NULL
CAMO_277_2210,yes,SD,NULL,1985,10,Graduate Degree ,no,United Kingdom,parfois,An,11/01/22,12:06:26 PM,0,oui,NULL
CAMO_6420_2210,yes,F,NULL,1986,7,Graduate Degree ,no,Switzerland,parfois,An,11/01/22,12:17:54 PM,0,oui,NULL
CAMO_3697_2210,yes,H,NULL,1994,NA,Assoc_Degree_or_Bachelors_Degree,no,Germany,non,An,11/01/22,12:27:02 PM,0,oui,NULL
CAMO_9506_2210,no,F,NULL,1991,6,Graduate Degree ,no,Germany,NULL,NULL,11/01/22,12:45:55 PM,0,oui,NULL
CAMO_3275_2210,yes,H,NULL,1993,5,Estudios_universitarios_superiores,no,hispano,non,An,11/01/22,12:48:57 PM,0,oui,NULL
CAMO_2901_2210,yes,F,NULL,1980,10,Graduate Degree ,no,Belgium,parfois,Mens,11/01/22,12:54:35 PM,0,oui,NULL
CAMO_8096_2210,no,F,NULL,1988,12,Graduate Degree ,no,Czechia,NULL,NULL,11/01/22,12:58:12 PM,0,oui,NULL
CAMO_6440_2210,yes,F,NULL,1991,2,Graduate Degree ,no,Sweden,parfois,An,11/01/22,12:59:24 PM,0,oui,NULL
CAMO_1389_2210,yes,H,NULL,1976,9,Graduate Degree ,no,Austria,non,An,11/01/22,01:04:57 PM,0,oui,NULL
CAMO_8010_2210,yes,F,NULL,1999,5,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,parfois,An,11/01/22,01:06:36 PM,0,oui,NULL
CAMO_3064_2210,yes,F,NULL,1990,12,Graduate Degree ,no,Spain,parfois,Jamais,11/01/22,01:13:21 PM,0,oui,NULL
CAMO_2153_2210,yes,H,NULL,1984,12,Graduate Degree ,no,Switzerland,parfois,An,11/01/22,01:16:42 PM,0,oui,NULL
CAMO_9562_2210,yes,H,NULL,1979,8,Graduate Degree ,no,Denmark,souvent,Mens,11/01/22,01:17:42 PM,0,oui,NULL
CAMO_6811_2210,yes,H,NULL,1981,2,Assoc_Degree_or_Bachelors_Degree,no,United Kingdom,non,Mens,11/01/22,01:17:43 PM,0,oui,NULL
CAMO_5524_2210,yes,F,NULL,1998,1,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,Suisse,parfois,Mens,11/01/22,01:18:10 PM,0,oui,NULL
CAMO_7741_2210,no,H,NULL,1992,10,Doctorat_(Bac_+_8),no,Suisse,NULL,NULL,11/01/22,01:18:12 PM,0,oui,NULL
CAMO_6813_2210,yes,H,NULL,1975,1,Graduate Degree ,no,Germany,parfois,Mens,11/01/22,01:20:25 PM,0,oui,NULL
CAMO_4991_2210,yes,H,NULL,1986,10,Graduate Degree ,no,United Kingdom,parfois,Jamais,11/01/22,01:21:44 PM,0,oui,NULL
CAMO_2454_2210,yes,F,NULL,1963,4,High_School,no,Austria,parfois,An,11/01/22,01:22:47 PM,0,oui,NULL
CAMO_9370_2210,yes,H,NULL,1961,8,Graduate Degree ,yes,Germany,non,An,11/01/22,01:23:12 PM,0,oui,NULL
CAMO_8806_2210,yes,H,NULL,1985,1,High_School,no,Switzerland,parfois,Mens,11/01/22,01:23:36 PM,0,oui,NULL
CAMO_6238_2210,yes,H,NULL,1983,6,Doctorat_(Bac_+_8),no,Suisse,parfois,Hebdo,11/01/22,01:24:21 PM,0,oui,NULL
CAMO_7854_2210,yes,H,NULL,1991,10,Graduate Degree ,no,Germany,parfois,An,11/01/22,01:26:10 PM,0,oui,NULL
CAMO_8787_2210,yes,F,NULL,2001,9,High_School,no,United Kingdom,parfois,Jamais,11/01/22,01:26:22 PM,0,oui,NULL
CAMO_4800_2210,yes,F,NULL,1994,5,Assoc_Degree_or_Bachelors_Degree,no,Germany,non,Jamais,11/01/22,01:30:06 PM,0,oui,NULL
CAMO_9441_2210,yes,H,NULL,1982,3,Graduate Degree ,no,Australia,non,Jamais,11/01/22,01:30:08 PM,0,oui,NULL
CAMO_2531_2210,yes,H,NULL,1978,9,Graduate Degree ,no,Switzerland,parfois,Mens,11/01/22,01:30:16 PM,0,oui,NULL
CAMO_456_2210,yes,H,NULL,1988,4,Graduate Degree ,no,India,non,Jamais,11/01/22,01:30:25 PM,0,oui,NULL
CAMO_2394_2210,yes,H,NULL,1975,10,Graduate Degree ,no,Switzerland,non,An,11/01/22,01:31:09 PM,0,oui,NULL
CAMO_9631_2210,no,H,NULL,1995,3,Graduate Degree ,no,Denmark,NULL,NULL,11/01/22,01:31:32 PM,0,oui,NULL
CAMO_7278_2210,yes,F,NULL,1986,11,Graduate Degree ,no,Switzerland,parfois,Mens,11/01/22,01:32:09 PM,0,oui,NULL
CAMO_4144_2210,yes,H,NULL,1987,9,Graduate Degree ,no,Switzerland,parfois,An,11/01/22,01:32:40 PM,0,oui,NULL
CAMO_2236_2210,yes,H,NULL,1993,7,Graduate Degree ,no,Greece,parfois,An,11/01/22,01:34:20 PM,0,oui,NULL
CAMO_2627_2210,yes,F,NULL,1977,11,Graduate Degree ,no,United Kingdom,non,Jamais,11/01/22,01:34:37 PM,0,oui,NULL
CAMO_334_2210,yes,F,NULL,1961,7,Assoc_Degree_or_Bachelors_Degree,no,Switzerland,parfois,An,11/01/22,01:35:09 PM,0,oui,NULL
CAMO_8471_2210,yes,H,NULL,1970,2,Assoc_Degree_or_Bachelors_Degree,no,Belgium,parfois,An,11/01/22,01:36:33 PM,0,oui,NULL
CAMO_8380_2210,yes,F,NULL,1975,7,Estudios_universitarios_superiores,no,hispano,parfois,An,11/01/22,01:36:35 PM,0,oui,NULL
CAMO_4055_2210,yes,H,NULL,1974,12,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,parfois,An,11/01/22,01:39:55 PM,0,oui,NULL
CAMO_6870_2210,yes,F,NULL,1982,2,Graduate Degree ,no,Germany,parfois,Jamais,11/01/22,01:40:03 PM,0,oui,NULL
CAMO_9281_2210,yes,H,NULL,1980,3,High_School,no,Germany,non,An,11/01/22,01:43:51 PM,0,oui,NULL
CAMO_3942_2210,yes,H,NULL,1970,11,Graduate Degree ,no,Switzerland,parfois,An,11/01/22,01:47:56 PM,0,oui,NULL
CAMO_6293_2210,yes,F,NULL,1985,7,Graduate Degree ,no,Brazil,parfois,An,11/01/22,01:47:56 PM,0,oui,NULL
CAMO_2342_2210,no,H,NULL,1967,4,Graduate Degree ,no,Germany,NULL,NULL,11/01/22,01:48:38 PM,0,oui,NULL
CAMO_4208_2210,yes,H,NULL,1974,9,Graduate Degree ,no,Netherlands,non,An,11/01/22,01:49:28 PM,0,oui,NULL
CAMO_4987_2210,yes,H,NULL,1958,1,Assoc_Degree_or_Bachelors_Degree,no,United States of America,non,An,11/01/22,01:51:15 PM,0,oui,NULL
CAMO_1340_2210,yes,H,NULL,1951,10,Doctorat_(Bac_+_8),no,France,non,An,11/01/22,01:51:57 PM,0,oui,NULL
CAMO_2203_2210,no,H,NULL,1983,12,Graduate Degree ,no,Switzerland,NULL,NULL,11/01/22,01:59:24 PM,0,oui,NULL
CAMO_5735_2210,yes,H,NULL,1952,7,Graduate Degree ,no,France,parfois,An,11/01/22,02:01:23 PM,0,oui,NULL
CAMO_2015_2210,yes,H,NULL,1970,9,Graduate Degree ,no,Switzerland,parfois,An,11/01/22,02:02:08 PM,0,oui,NULL
CAMO_1292_2210,yes,H,NULL,1979,8,Graduate Degree ,no,Switzerland,non,Mens,11/01/22,02:03:41 PM,0,oui,NULL
CAMO_4880_2210,no,H,NULL,1986,11,Estudios_universitarios_medios,no,hispano,NULL,NULL,11/01/22,02:03:47 PM,0,oui,NULL
CAMO_9208_2210,yes,F,NULL,1959,9,Graduate Degree ,no,United States of America,non,An,11/01/22,02:05:42 PM,0,oui,NULL
CAMO_1484_2210,yes,F,NULL,1973,6,Assoc_Degree_or_Bachelors_Degree,no,United Kingdom,non,An,11/01/22,02:06:46 PM,0,oui,NULL
CAMO_8788_2210,yes,H,NULL,1986,1,Assoc_Degree_or_Bachelors_Degree,yes,United Kingdom,Quotidiennement,Mens,11/01/22,02:07:16 PM,0,oui,NULL
CAMO_225_2210,yes,F,NULL,1990,4,Graduate Degree ,no,Switzerland,parfois,An,11/01/22,02:08:19 PM,0,oui,NULL
CAMO_7274_2210,yes,NA,NULL,1964,6,Graduate Degree ,no,United Kingdom,non,An,11/01/22,02:10:36 PM,0,oui,NULL
CAMO_9665_2210,yes,H,NULL,1958,1,Graduate Degree ,no,United States of America,parfois,An,11/01/22,02:14:32 PM,0,oui,NULL
CAMO_7438_2210,yes,F,NULL,1989,12,Assoc_Degree_or_Bachelors_Degree,no,Germany,parfois,An,11/01/22,02:17:40 PM,0,oui,NULL
CAMO_727_2210,yes,H,NULL,1964,NA,Graduate Degree ,no,Switzerland,parfois,Mens,11/01/22,02:20:03 PM,0,oui,NULL
CAMO_8151_2210,yes,H,NULL,1995,5,Assoc_Degree_or_Bachelors_Degree,no,Austria,parfois,Jamais,11/01/22,02:20:42 PM,0,non,NULL
CAMO_2302_2210,yes,H,NULL,1967,11,Graduate Degree ,no,Germany,non,An,11/01/22,02:20:53 PM,0,oui,NULL
CAMO_7202_2210,no,H,NULL,1982,5,Graduate Degree ,no,Austria,NULL,NULL,11/01/22,02:22:03 PM,0,non,NULL
CAMO_575_2210,yes,H,NULL,1970,1,Graduate Degree ,no,United States of America,non,An,11/01/22,02:23:39 PM,0,oui,NULL
CAMO_8737_2210,no,H,NULL,1978,7,Assoc_Degree_or_Bachelors_Degree,no,United States of America,NULL,NULL,11/01/22,02:28:51 PM,0,oui,NULL
CAMO_9392_2210,yes,H,NULL,1953,8,Assoc_Degree_or_Bachelors_Degree,no,United Kingdom,non,An,11/01/22,02:30:00 PM,0,oui,NULL
CAMO_8760_2210,no,F,NULL,1983,6,Assoc_Degree_or_Bachelors_Degree,no,United Kingdom,NULL,NULL,11/01/22,02:30:31 PM,0,oui,NULL
CAMO_9353_2210,yes,F,NULL,1988,11,Graduate Degree ,no,Austria,parfois,An,11/01/22,02:31:52 PM,0,non,NULL
CAMO_8905_2210,yes,F,NULL,1979,5,Graduate Degree ,no,United States of America,souvent,An,11/01/22,02:42:15 PM,0,oui,NULL
CAMO_7626_2210,yes,H,NULL,1991,4,Assoc_Degree_or_Bachelors_Degree,no,Germany,parfois,An,11/01/22,02:43:25 PM,0,oui,NULL
CAMO_6687_2210,no,F,NULL,1999,12,High_School,no,United States of America,NULL,NULL,11/01/22,02:44:01 PM,0,oui,NULL
CAMO_1221_2210,no,H,NULL,1991,5,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,NULL,NULL,11/01/22,02:49:08 PM,0,oui,NULL
CAMO_4394_2210,yes,F,NULL,1997,9,Graduate Degree ,no,United States of America,parfois,An,11/01/22,02:51:05 PM,0,oui,NULL
CAMO_2875_2210,yes,H,NULL,1984,4,Graduate Degree ,no,Austria,non,An,11/01/22,02:52:35 PM,0,non,NULL
CAMO_9315_2210,yes,F,NULL,1957,3,Assoc_Degree_or_Bachelors_Degree,no,Canada,parfois,An,11/01/22,02:54:58 PM,0,oui,"In the first section, a few times the image did not load during the 8 seconds, then a yellow circle appeared."
CAMO_7137_2210,no,F,NULL,1996,6,Graduate Degree ,no,Germany,NULL,NULL,11/01/22,02:58:08 PM,0,oui,NULL
CAMO_9964_2210,yes,H,NULL,1995,7,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,parfois,An,11/01/22,02:59:41 PM,0,oui,NULL
CAMO_6663_2210,yes,H,NULL,1938,5,Graduate Degree ,no,United States of America,non,An,11/01/22,03:01:51 PM,0,oui,NULL
CAMO_3896_2210,yes,F,NULL,1994,7,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,non,An,11/01/22,03:02:20 PM,0,oui,NULL
CAMO_5330_2210,yes,H,NULL,1968,3,Estudios_universitarios_superiores,no,hispano,non,An,11/01/22,03:08:05 PM,0,oui,NULL
CAMO_7518_2210,yes,H,NULL,1954,1,Graduate Degree ,no,United States of America,non,An,11/01/22,03:14:43 PM,0,oui,NULL
CAMO_9303_2210,no,H,NULL,1967,4,Graduate Degree ,no,Germany,NULL,NULL,11/01/22,03:17:01 PM,0,non,NULL
CAMO_5535_2210,yes,F,NULL,1989,3,Graduate Degree ,no,United States of America,parfois,Mens,11/01/22,03:17:31 PM,0,oui,NULL
CAMO_5105_2210,yes,H,NULL,1978,7,Doctorat_(Bac_+_8),no,France,non,An,11/01/22,03:17:41 PM,0,oui,NULL
CAMO_5015_2210,yes,H,NULL,1959,3,Graduate Degree ,no,United States of America,parfois,An,11/01/22,03:18:16 PM,0,oui,NULL
CAMO_7398_2210,yes,F,NULL,1966,11,Graduate Degree ,no,United States of America,non,Jamais,11/01/22,03:18:26 PM,0,oui,NULL
CAMO_8604_2210,yes,H,NULL,1964,1,Graduate Degree ,no,United States of America,Quotidiennement,Hebdo,11/01/22,03:21:47 PM,0,oui,NULL
CAMO_7689_2210,yes,H,NULL,1982,8,Graduate Degree ,yes,United States of America,non,An,11/01/22,03:22:11 PM,0,oui,NULL
CAMO_8995_2210,yes,F,NULL,1951,1,Graduate Degree ,no,United States of America,souvent,Mens,11/01/22,03:23:21 PM,0,oui,NULL
CAMO_837_2210,yes,H,NULL,1980,11,Graduate Degree ,no,United States of America,non,Jamais,11/01/22,03:23:28 PM,0,oui,NULL
CAMO_2847_2210,yes,H,NULL,1973,4,Assoc_Degree_or_Bachelors_Degree,no,Switzerland,non,An,11/01/22,03:25:11 PM,0,oui,NULL
CAMO_1519_2210,yes,H,NULL,1974,2,Doctorat_(Bac_+_8),no,Suisse,parfois,Mens,11/01/22,03:25:23 PM,0,oui,NULL
CAMO_1550_2210,yes,F,NULL,1997,6,Estudios_universitarios_superiores,no,hispano,parfois,Mens,11/01/22,03:25:52 PM,0,oui,NULL
CAMO_3617_2210,yes,F,NULL,1985,2,Estudios_universitarios_superiores,no,hispano,parfois,An,11/01/22,03:27:30 PM,0,oui,NULL
CAMO_7068_2210,yes,H,NULL,1965,2,Licence_Licence-LMD_Licence_professionnelle_(Bac_+_3) ,no,Canada,parfois,Mens,11/01/22,03:32:28 PM,0,oui,NULL
CAMO_3784_2210,yes,H,NULL,1982,11,Graduate Degree ,no,Denmark,parfois,An,11/01/22,03:32:56 PM,0,oui,NULL
CAMO_2369_2210,yes,F,NULL,1990,1,Assoc_Degree_or_Bachelors_Degree,no,United States of America,parfois,Jamais,11/01/22,03:33:51 PM,0,oui,NULL
CAMO_1580_2210,yes,H,NULL,1998,4,Assoc_Degree_or_Bachelors_Degree,no,United States of America,souvent,An,11/01/22,03:37:53 PM,0,oui,NULL
CAMO_1739_2210,yes,H,NULL,1979,2,Graduate Degree ,no,Portugal,parfois,Mens,11/01/22,03:38:10 PM,0,oui,NULL
CAMO_1372_2210,yes,H,NULL,1956,5,High_School,no,Germany,non,An,11/01/22,03:39:39 PM,0,oui,NULL
CAMO_4541_2210,yes,H,NULL,1986,3,Graduate Degree ,no,United Kingdom,non,Jamais,11/01/22,03:43:15 PM,0,oui,NULL
CAMO_6214_2210,yes,F,NULL,1992,8,Graduate Degree ,no,Switzerland,parfois,An,11/01/22,03:44:16 PM,0,oui,NULL
CAMO_1228_2210,yes,F,NULL,1971,9,Graduate Degree ,no,Canada,non,An,11/01/22,03:45:27 PM,0,oui,NULL
CAMO_7858_2210,yes,H,NULL,1980,9,Graduate Degree ,no,Finland,parfois,An,11/01/22,03:48:32 PM,0,oui,NULL
CAMO_3127_2210,no,F,NULL,1973,11,Graduate Degree ,no,United States of America,NULL,NULL,11/01/22,03:48:44 PM,0,non,NULL
CAMO_9682_2210,yes,H,NULL,1999,12,Assoc_Degree_or_Bachelors_Degree,no,United States of America,parfois,An,11/01/22,03:50:52 PM,0,oui,NULL
CAMO_2361_2210,yes,F,NULL,1973,11,Graduate Degree ,no,United States of America,non,An,11/01/22,03:51:03 PM,0,non,NULL
CAMO_5154_2210,yes,H,NULL,1956,10,DEUG_BTS_DUT_DEUST_(Bac_+_2),no,France,non,An,11/01/22,03:54:10 PM,0,oui,NULL
CAMO_9268_2210,yes,H,NULL,1978,4,Assoc_Degree_or_Bachelors_Degree,yes,United Kingdom,non,Jamais,11/01/22,03:54:42 PM,0,oui,NULL
CAMO_9775_2210,yes,F,NULL,1967,1,Graduate Degree ,no,United States of America,non,An,11/01/22,03:55:11 PM,0,oui,NULL
CAMO_8228_2210,yes,H,NULL,1989,3,Graduate Degree ,no,Portugal,parfois,Mens,11/01/22,03:56:59 PM,0,oui,NULL
CAMO_6337_2210,no,F,NULL,1978,12,Graduate Degree ,no,Brazil,NULL,NULL,11/01/22,03:57:31 PM,0,non,"Double-attempt / Hi! The experiment failed to load, so I did not complete it. I would like to though! Please, let me know if I can try again.Best, Roberta (rpdama@gmail.com)"
CAMO_5760_2210,yes,F,NULL,1970,6,Graduate Degree ,no,United States of America,non,Jamais,11/01/22,03:59:22 PM,0,oui,NULL
CAMO_2291_2210,yes,F,NULL,1954,5,Assoc_Degree_or_Bachelors_Degree,no,United Kingdom,souvent,An,11/01/22,04:03:00 PM,0,oui,NULL
CAMO_1980_2210,yes,F,NULL,1979,9,Doctorat_(Bac_+_8),no,France,non,An,11/01/22,04:03:13 PM,0,oui,expérience sympa ! 
CAMO_4250_2210,yes,F,NULL,1978,12,Graduate Degree ,no,Brazil,souvent,Mens,11/01/22,04:06:17 PM,0,oui,double_attempt
CAMO_1821_2210,yes,F,NULL,1993,10,Assoc_Degree_or_Bachelors_Degree,no,United Kingdom,parfois,An,11/01/22,04:10:23 PM,0,oui,NULL
CAMO_1928_2210,yes,F,NULL,1981,6,Graduate Degree ,no,United States of America,parfois,An,11/01/22,04:11:15 PM,0,oui,NULL
CAMO_6087_2210,no,F,NULL,1984,8,Graduate Degree ,no,Denmark,NULL,NULL,11/01/22,04:12:56 PM,0,oui,NULL
CAMO_7061_2210,yes,F,NULL,1998,8,Graduate Degree ,no,United States of America,souvent,An,11/01/22,04:15:24 PM,0,oui,NULL
CAMO_1097_2210,yes,H,NULL,1987,9,Graduate Degree ,no,Spain,parfois,An,11/01/22,04:16:05 PM,0,oui,NULL
CAMO_5493_2210,yes,F,NULL,1996,4,Assoc_Degree_or_Bachelors_Degree,no,United States of America,parfois,An,11/01/22,04:16:23 PM,0,non,NULL
CAMO_626_2210,yes,H,NULL,1953,7,Graduate Degree ,no,United Kingdom,parfois,Mens,11/01/22,04:19:43 PM,0,oui,NULL
CAMO_5692_2210,yes,H,NULL,1984,10,Graduate Degree ,no,United States of America,parfois,An,11/01/22,04:20:40 PM,0,oui,NULL
CAMO_5148_2210,no,H,NULL,1970,6,Graduate Degree ,no,United States of America,NULL,NULL,11/01/22,04:20:49 PM,0,oui,NULL
CAMO_9458_2210,yes,H,NULL,1976,7,Graduate Degree ,no,Belgium,non,An,11/01/22,04:21:47 PM,0,oui,NULL
CAMO_2049_2210,yes,F,NULL,1998,11,Assoc_Degree_or_Bachelors_Degree,no,United States of America,parfois,An,11/01/22,04:23:12 PM,0,non,NULL
CAMO_6700_2210,yes,H,NULL,1991,5,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,France,parfois,Jamais,11/01/22,04:24:55 PM,0,non,NULL
CAMO_1113_2210,yes,F,NULL,1982,12,Graduate Degree ,no,Switzerland,non,An,11/01/22,04:30:56 PM,0,oui,NULL
CAMO_4813_2210,yes,H,NULL,1972,8,Graduate Degree ,no,Germany,non,An,11/01/22,04:33:54 PM,0,oui,NULL
CAMO_1164_2210,yes,F,NULL,1970,12,Doctorat_(Bac_+_8),no,France,souvent,Mens,11/01/22,04:39:11 PM,0,oui,NULL
CAMO_9227_2210,yes,H,NULL,1986,4,Assoc_Degree_or_Bachelors_Degree,no,United States of America,souvent,An,11/01/22,04:41:53 PM,0,oui,NULL
CAMO_4401_2210,yes,F,NULL,1954,7,Graduate Degree ,no,United States of America,parfois,An,11/01/22,04:43:54 PM,0,oui,NULL
CAMO_2874_2210,yes,F,NULL,1988,5,Graduate Degree ,no,Germany,non,An,11/01/22,04:45:15 PM,0,oui,NULL
CAMO_5422_2210,yes,H,NULL,1971,5,Doctorat_(Bac_+_8),no,France,parfois,Mens,11/01/22,04:46:13 PM,0,non,NULL
CAMO_529_2210,yes,H,NULL,1953,11,Graduate Degree ,no,United States of America,parfois,An,11/01/22,04:46:30 PM,0,oui,NULL
CAMO_8829_2210,no,F,NULL,1985,3,Graduate Degree ,no,United States of America,NULL,NULL,11/01/22,04:51:34 PM,0,oui,NULL
CAMO_8539_2210,yes,H,NULL,1996,4,Graduate Degree ,no,Latvia,non,An,11/01/22,04:52:14 PM,0,oui,NULL
CAMO_5309_2210,yes,F,NULL,1992,10,Assoc_Degree_or_Bachelors_Degree,no,United States of America,parfois,An,11/01/22,04:52:21 PM,0,oui,NULL
CAMO_4076_2210,yes,F,NULL,1989,6,Graduate Degree ,no,Germany,souvent,An,11/01/22,04:54:27 PM,0,oui,NULL
CAMO_8946_2210,yes,H,NULL,1967,5,Graduate Degree ,no,Switzerland,parfois,Mens,11/01/22,04:59:09 PM,0,oui,NULL
CAMO_4246_2210,yes,H,NULL,1993,10,Graduate Degree ,no,United States of America,parfois,An,11/01/22,05:02:50 PM,0,oui,NULL
CAMO_2812_2210,yes,F,NULL,1964,8,Graduate Degree ,no,Finland,non,An,11/01/22,05:03:09 PM,0,oui,NULL
CAMO_9905_2210,yes,H,NULL,1979,4,Assoc_Degree_or_Bachelors_Degree,no,Switzerland,non,Jamais,11/01/22,05:04:12 PM,0,oui,NULL
CAMO_7058_2210,yes,F,NULL,1997,9,Assoc_Degree_or_Bachelors_Degree,no,United States of America,souvent,An,11/01/22,05:11:43 PM,0,non,NULL
CAMO_893_2210,yes,H,NULL,1996,6,Graduate Degree ,no,United Kingdom,non,An,11/01/22,05:13:50 PM,0,oui,NULL
CAMO_6645_2210,yes,F,NULL,1991,2,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,Etats-Unis,parfois,Jamais,11/01/22,05:16:17 PM,0,non,NULL
CAMO_9837_2210,yes,H,NULL,1995,8,Graduate Degree ,no,Switzerland,parfois,Mens,11/01/22,05:17:23 PM,0,oui,NULL
CAMO_7903_2210,yes,F,NULL,1996,1,Doctorat_(Bac_+_8),no,France,parfois,An,11/01/22,05:22:45 PM,0,oui,NULL
CAMO_3117_2210,yes,F,NULL,1974,4,Graduate Degree ,no,United States of America,parfois,An,11/01/22,05:30:12 PM,0,oui,NULL
CAMO_7597_2210,no,F,NULL,1956,4,High_School,no,Austria,NULL,NULL,11/01/22,05:37:19 PM,0,non,double_attempt
CAMO_167_2210,yes,F,NULL,1956,4,High_School,no,Austria,non,An,11/01/22,05:41:21 PM,0,oui,double_attempt
CAMO_2607_2210,yes,H,NULL,1971,6,Graduate Degree ,no,United States of America,parfois,An,11/01/22,05:44:21 PM,0,oui,NULL
CAMO_5082_2210,yes,F,NULL,1984,8,Graduate Degree ,no,Denmark,souvent,An,11/01/22,05:51:44 PM,0,non,NULL
CAMO_4687_2210,yes,F,NULL,1981,9,Graduate Degree ,no,United States of America,souvent,An,11/01/22,06:00:10 PM,0,oui,NULL
CAMO_3855_2210,yes,F,NULL,1997,2,Assoc_Degree_or_Bachelors_Degree,no,United States of America,non,An,11/01/22,06:01:32 PM,0,non,NULL
CAMO_2889_2210,no,F,NULL,1986,10,Assoc_Degree_or_Bachelors_Degree,no,Canada,NULL,NULL,11/01/22,06:02:50 PM,0,oui,NULL
CAMO_3484_2210,yes,H,NULL,1958,9,Graduate Degree ,no,Canada,non,Jamais,11/01/22,06:05:37 PM,0,oui,NULL
CAMO_5632_2210,yes,F,NULL,1981,9,Maitrise_Master_DEA_DESS_Diplome_dingénieur_(Bac_+_4_ou_Bac_+_5),no,Etats-Unis,non,An,11/01/22,06:06:02 PM,0,non,NULL
CAMO_7192_2210,yes,H,NULL,1958,3,Graduate Degree ,no,South Africa,non,An,11/01/22,06:06:19 PM,0,oui,NULL
CAMO_2979_2210,yes,F,NULL,1992,5,Graduate Degree ,no,Brazil,parfois,An,11/01/22,06:15:01 PM,0,oui,NULL
CAMO_2244_2210,no,H,NULL,1959,10,PSC_no_diploma,no,Switzerland,NULL,NULL,11/01/22,06:22:41 PM,0,oui,NULL
CAMO_6946_2210,no,F,NULL,1987,7,Estudios_universitarios_superiores,no,hispano,NULL,NULL,11/01/22,06:33:30 PM,0,oui,NULL
CAMO_3129_2210,no,F,NULL,1995,5,Doctorat_(Bac_+_8),no,France,NULL,NULL,11/01/22,06:34:03 PM,0,oui,NULL
CAMO_4708_2210,yes,F,NULL,1964,9,Graduate Degree ,no,Switzerland,parfois,An,11/01/22,06:50:43 PM,0,oui,NULL
CAMO_6630_2210,yes,F,NULL,1994,11,Graduate Degree ,no,United States of America,parfois,Jamais,11/01/22,06:50:49 PM,0,oui,NULL
CAMO_914_2210,yes,F,NULL,1965,11,Graduate Degree ,no,Canada,non,An,11/01/22,06:51:32 PM,0,oui,NULL
